name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Chuba Hubbard,36,36,RB,RB,CAR,2865693,17,166,709,4.3,5,44,33,210,12.4,6.4,3,1,122,7.2,2026
Kyle Monangai,37,37,RB,RB,CHI,3177368,17,206,852,4.1,5,37,23,208,12.2,9,0,1,119,7,2026
Kenneth Gainwell,38,38,RB,RB,TB,2968948,17,123,533,4.3,4,71,60,440,25.9,7.3,2,1,115,6.8,2026
Rachaad White,39,39,RB,RB,WAS,3169147,17,145,710,4.9,6,28,25,167,9.8,6.7,1,1,110,6.5,2026
Chris Rodriguez Jr.,40,40,RB,RB,JAC,2964667,17,177,694,3.9,8,3,2,23,1.4,11.5,0,1,108,6.4,2026
Blake Corum,41,41,RB,RB,LAR,3169252,17,162,822,5.1,6,8,6,35,2.1,5.8,0,1,108,6.4,2026
Aaron Jones,42,42,RB,RB,MIN,2071937,17,157,660,4.2,3,53,38,290,17.1,7.6,2,1,105,6.2,2026
Tyrone Tracy Jr.,43,43,RB,RB,NYG,2963637,17,144,611,4.2,3,42,31,248,14.6,8,2,1,96,5.6,2026
Alvin Kamara,44,44,RB,RB,NO,2082721,17,146,549,3.8,4,44,36,262,15.4,7.3,1,1,93,5.5,2026
Woody Marks,45,45,RB,RB,HOU,3171045,17,150,560,3.7,3,32,21,177,10.4,8.4,3,1,91,5.4,2026
Zach Charbonnet,46,46,RB,RB,SEA,3123810,17,127,507,4,7,25,20,161,9.5,8.1,0,1,88,5.2,2026
Braelon Allen,47,47,RB,RB,NYJ,26726580,17,141,550,3.9,6,21,15,111,6.5,7.4,1,3,87,5.1,2026
Kaelon Black,48,48,RB,RB,SF,3162599,17,152,593,3.9,5,17,13,127,7.5,9.8,1,2,87,5.1,2026
Tank Bigsby,49,49,RB,RB,PHI,3162021,17,126,649,5.2,5,6,4,35,2.1,8.8,0,1,85,5,2026
Jordan James,50,50,RB,RB,SF,28916212,17,125,493,3.9,4,31,24,234,13.8,9.8,1,2,82,4.8,2026
Isiah Pacheco,51,51,RB,RB,DET,2966551,17,148,617,4.2,3,35,26,156,9.2,6,1,1,82,4.8,2026
Tyjae Spears,52,52,RB,RB,TEN,3122588,17,93,348,3.7,4,56,50,327,19.2,6.5,1,1,79,4.6,2026
Brian Robinson Jr.,53,53,RB,RB,ATL,2741207,17,125,568,4.5,5,6,5,27,1.6,5.4,0,1,78,4.6,2026
Adam Randall,54,54,RB,RB,BAL,28878514,17,81,441,5.4,3,23,18,188,11.1,10.4,2,1,75,4.4,2026
Malik Davis,55,55,RB,RB,DAL,2773009,17,115,553,4.8,4,17,9,75,4.4,8.3,0,1,72,4.2,2026
Dylan Sampson,56,56,RB,RB,CLE,28912068,17,105,289,2.8,2,46,38,332,19.5,8.7,3,2,71,4.2,2026
James Conner,57,58,RB,RB,ARI,2071585,17,85,307,3.6,3,42,36,263,15.5,7.3,2,0,70,4.1,2026
Tyler Allgeier,58,57,RB,RB,ARI,2975590,17,126,465,3.7,5,17,16,91,5.4,5.7,0,1,70,4.1,2026
Emari Demercado,59,59,RB,RB,KC,2964372,17,100,598,6,2,25,17,131,7.7,7.7,1,3,69,4.1,2026
Justice Hill,60,60,RB,RB,BAL,2250388,17,64,324,5.1,3,32,26,218,12.8,8.4,2,0,67,3.9,2026
A. Dillon,61,62,RB,RB,CAR,2867083,17,120,529,4.4,3,20,18,146,8.6,8.1,1,5,66,3.9,2026
Emanuel Wilson,62,61,RB,RB,SEA,29104952,17,129,533,4.1,3,17,14,94,5.5,6.7,0,1,66,3.9,2026
T. Johnson,63,63,RB,RB,BUF,2179323,17,53,225,4.3,2,33,24,280,16.5,11.7,3,0,64,3.8,2026
Mike Washington Jr.,64,64,RB,RB,LV,26693539,17,114,397,3.5,3,30,23,195,11.5,8.5,1,2,64,3.8,2026
Christopher Brooks,65,65,RB,RB,GB,2962350,17,123,550,4.5,2,19,15,104,6.1,6.9,0,1,61,3.6,2026
Samaje Perine,66,66,RB,RB,CIN,2131148,17,96,443,4.6,4,22,17,132,7.8,7.8,0,3,59,3.5,2026
Jawhar Jordan,67,67,RB,RB,HOU,3121704,17,90,382,4.2,2,27,22,172,10.1,7.8,1,1,56,3.3,2026
Keaton Mitchell,68,68,RB,RB,LAC,3164710,17,108,473,4.4,2,14,11,72,4.2,6.6,0,1,51,3,2026
Kimani Vidal,69,69,RB,RB,LAC,3163421,17,87,332,3.8,2,22,16,146,8.6,9.1,1,0,48,2.8,2026
Jaylen Wright,70,70,RB,RB,MIA,26698774,17,104,384,3.7,2,12,7,49,2.9,7,0,2,39,2.3,2026
Kyle Juszczyk,71,71,RB,FB,SF,1683145,17,4,2,0.5,0,33,27,256,15.1,9.5,2,0,30,1.8,2026
Brashard Smith,72,72,RB,RB,KC,26694196,17,50,178,3.6,1,30,21,142,8.4,6.8,1,0,28,1.6,2026
Devin Neal,73,73,RB,RB,NO,26703005,17,45,180,4,2,7,5,35,2.1,7,0,0,23,1.4,2026
Roschon Johnson,74,74,RB,RB,CHI,3121395,17,34,116,3.4,3,3,3,18,1.1,6,0,0,23,1.4,2026
Frank Gore Jr.,75,75,RB,RB,BUF,3172189,17,37,174,4.7,2,4,3,26,1.5,8.7,0,0,23,1.4,2026
LeQuint Allen,76,76,RB,RB,JAC,28877884,17,56,218,3.9,1,9,9,50,2.9,5.6,0,0,20,1.2,2026
Phil Mafah,77,78,RB,RB,DAL,26695049,17,32,142,4.4,2,5,4,34,2,8.5,0,0,19,1.1,2026
Seth McGowan,78,77,RB,RB,IND,3161581,17,32,141,4.4,2,3,2,25,1.5,12.5,0,0,19,1.1,2026
Isaiah Davis,79,80,RB,RB,NYJ,26718641,17,31,171,5.5,1,9,7,61,3.6,8.7,0,0,18,1.1,2026
Sean Tucker,80,79,RB,RB,TB,3168416,17,34,145,4.3,2,1,1,6,0.4,6,0,0,18,1.1,2026
Kaytron Allen,81,81,RB,RB,WAS,28875485,17,35,171,4.9,1,3,2,22,1.3,11,0,0,17,1,2026
Trayveon Williams,82,82,RB,RB,DET,2222046,17,32,138,4.3,1,11,9,77,4.5,8.6,0,0,15,0.9,2026
Elijah Mitchell,83,86,RB,RB,PHI,2819876,17,35,159,4.5,1,3,2,22,1.3,11,0,0,14,0.8,2026
Austin Ekeler,84,84,RB,RB,WAS,2820090,17,35,150,4.3,1,8,6,61,3.6,10.2,0,0,14,0.8,2026
T. Chandler,85,85,RB,RB,NO,2867472,17,51,138,2.7,1,14,12,58,3.4,4.8,0,0,14,0.8,2026
Isaac Guerendo,86,83,RB,RB,SF,2964154,17,33,160,4.9,1,4,4,37,2.2,9.3,0,0,14,0.8,2026
Michael Burton,87,88,RB,FB,CLE,1759407,17,9,10,1.1,1,8,6,40,2.4,6.7,1,0,13,0.8,2026
Andrew Beck,88,89,RB,FB,NYJ,2131774,17,1,8,8,0,7,5,35,2.1,7,2,0,13,0.8,2026
Jam Miller,89,87,RB,RB,NE,28875653,17,34,145,4.3,1,3,2,25,1.5,12.5,0,0,13,0.8,2026
Dameon Pierce,90,90,RB,RB,PHI,2964236,17,35,161,4.6,1,1,0,0,0,0,0,0,13,0.8,2026
Donovan Edwards,91,92,RB,RB,MIA,26697211,17,31,130,4.2,1,3,2,19,1.1,9.5,0,0,12,0.7,2026
Jarquez Hunter,92,91,RB,RB,LAR,26700820,17,32,148,4.6,1,2,1,14,0.8,14,0,0,12,0.7,2026
Audric Estime,93,97,RB,RB,NO,26713577,17,30,122,4.1,1,3,3,24,1.4,8,0,0,12,0.7,2026
Salvon Ahmed,94,99,RB,RB,CHI,2815163,17,35,152,4.3,1,2,1,12,0.7,12,0,0,12,0.7,2026
Carlos Washington Jr.,95,95,RB,RB,MIA,2867377,17,31,130,4.2,1,3,2,19,1.1,9.5,0,0,12,0.7,2026
Emmett Johnson,96,93,RB,RB,KC,28877097,17,30,126,4.2,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
Jonah Coleman,97,94,RB,RB,DEN,28877250,17,32,134,4.2,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
Demond Claiborne,98,100,RB,RB,MIN,28883197,17,29,133,4.6,1,3,2,21,1.2,10.5,0,0,12,0.7,2026
MarShawn Lloyd,99,98,RB,RB,GB,3162514,17,35,137,3.9,1,2,1,12,0.7,12,0,0,12,0.7,2026
Deuce Vaughn,100,96,RB,RB,DEN,3168666,17,32,143,4.5,1,2,1,9,0.5,9,0,0,12,0.7,2026
